id,location_id,organization_id,service_id,name,title,email,department
470,,138162,,Erin Leatherwood                   ,Metro Baltimore Region             ,,
471,,138532,,A. Hall                            ,Coordinator                        ,,
472,,137917,,Merle Bolger                       ,Director                           ,,
473,,137690,,Dr. Andrés Alonso                  ,CEO                                ,,
474,,139374,,Cheryl Fortman                     ,Program Director                   ,,
475,,138359,,Luisa Caiaazzo-Nutter              ,Executive Director                 ,,
476,,138709,,Lois Cramer                        ,Administrator                      ,,
477,,138436,,Rev. Jim Ransom                    ,Rector                             ,,
478,,139732,,Dan McCarthy                       ,Executive Director                 ,,
479,,139698,,Cynthia Lloyd                      ,Tax Volunteer                      ,,
480,,138573,,Marshall F. Prentice               ,Pastor                             ,,
481,,137686,,Winifred Wilson                    ,Interim Director                   ,,
482,,139270,,Bernice Tucker                     ,Founder                            ,,
483,,138524,,Sharon Thomas                      ,Director                           ,,
484,,137844,,Gary Hamiel                        ,Director                           ,,
485,,137700,,James Fish                         ,Director                           ,,
486,,138699,,Ann Louise Stoner                  ,President                          ,,
487,,138676,,John O'Brien                       ,President/CEO                      ,,
488,,139749,,Rev. Ray Sewell                    ,Outreach Director/Pastor           ,,
489,,138508,,Dr. Kathleen O'Brien               ,Executive Director                 ,,
490,,137612,,"Sue V. Raver, MPH                  ",Health Officer                     ,,
491,,138334,,Mariane Rowan-Braun                ,Executive Director                 ,,
492,,139175,,Millard Fuller                     ,President/Founder                  ,,
493,,137741,,Karen Allen                        ,Executive Director                 ,,
494,,139163,,Donald C. Fry                      ,President                          ,,
495,,138772,,Kris Baldock                       ,CEO                                ,,
496,,138267,,Greg Miller                        ,COO                                ,,
497,,137891,,"Kenneth Montague, Jr.              ",Secretary                          ,,
498,,139026,,Marcella Holland                   ,Administrative Judge               ,,
499,,139708,,Lynn Albizo                        ,Executive Director                 ,,
500,,139358,,Dr. William Schwartz               ,Administrator                      ,,
501,,138119,,Jeffery Bowers                     ,President                          ,,
502,,138549,,L. Tracy Brown                     ,Executive Director                 ,,
503,,138725,,Jack Van Roden                     ,President                          ,,
504,,137829,,Edward M. Hartman                  ,Chief Operating Officer            ,,
505,,139071,,Mary Ellen McNish                  ,General Secretary                  ,,
506,,139421,,"William Brill, Ph.D.               ",Director                           ,,
507,,139143,,Reverend Dr. Peter K. Nord         ,Executive Presbyter                ,,
508,,138302,,Leslie Wood                        ,Deacon                             ,,
509,,137624,,"Theo LeMaire, Ph.D.                ",Executive Director                 ,,
510,,139285,,Rev. Karen Brown                   ,Executive Director                 ,,
511,,139051,,Barbara McKenna                    ,CEO                                ,,
512,,138640,,Jeffrey Grabelle                   ,Office Manager                     ,,
513,,138210,,Wanda Martin                       ,Property Manager                   ,,
514,,137809,,Felix Torres                       ,Executive Director                 ,,
515,,139397,,Glenn Scherer                      ,Executive Director                 ,,
516,,139378,,Rev. Tomlinson & Cathy Shifflet    ,Coordinators                       ,,
517,,137736,,Percy Allen                        ,CEO                                ,,
518,,138569,,John Hoey                          ,President & CEO                    ,,
519,,139047,,Nina Harper                        ,Executive Director                 ,,
520,,138590,,Caroline Harmon                    ,Executive Director                 ,,
521,,137665,,Timothy J. Atkinson                ,Executive Director                 ,,
522,,138085,,Janet L. Wintrol                   ,Executive Director                 ,,
523,,137720,,Sister Jeannette Murray            ,Director                           ,,
524,,138894,,Catherine Martens                  ,President                          ,,
525,,139769,,Thomas Hicks                       ,Executive Director                 ,,
526,,139339,,Joseph Jones                       ,President                          ,,
527,,138178,,James A. Adkins                    ,Secretary                          ,,
528,,137833,,Mary Richardson & Bernice Merritt  ,Directors                          ,,
529,,137999,,Mitchell Posner                    ,Executive Director                 ,,
530,,137976,,Margaret E. Williams               ,Executive Director                 ,,
531,,138380,,Elizabeth A. Baer                  ,Executive Director                 ,,
532,,139712,,Eunice Olusola Alabi-Oni           ,President                          ,,
533,,139342,,"John E. Davis, Ph.D.               ",Director                           ,,
534,,138046,,Bob Gehman                         ,Executive Director                 ,,
535,,138338,,Major Gary Haupt                   ,Baltimore Area Commander           ,,
536,,139196,,Debbie Rock                        ,Executive Director                 ,,
537,,137921,,Christina Peach                    ,Nursing Director                   ,,
538,,138154,,Thomas E. Perez                    ,Secretary                          ,,
539,,138011,,Indira Kotval                      ,Program Director                   ,,
540,,137937,,Douglas Murphy                     ,Director                           ,,
541,,138791,,Artie Esworthy                     ,President                          ,,
542,,138841,,Sister Patricia McLaughlin         ,Director                           ,,
543,,138142,,Judith Crowninshield               ,Executive Director                 ,,
544,,138007,,Sandra Lyons                       ,Secretary                          ,,
545,,138457,,Mary Taylor                        ,Food Pantry Coordinator            ,,
546,,139246,,David Skinner                      ,Director                           ,,
547,,137825,,Ivan Leshinsky                     ,Executive Director                 ,,
548,,138379,,Shirley Rose                       ,Director                           ,,
549,,138683,,"E. Clarke Ross, D.P.A.             ",CEO                                ,,
550,,138729,,Kathy Tomaszewski                  ,Chairperson                        ,,
551,,138396,,Lillian Humphries                  ,Contact Person                     ,,
552,,137599,,Ruth Daiker                        ,Executive Director                 ,,
553,,139354,,Christopher Byrd                   ,Outreach Coordinator               ,,
554,,139211,,Rebecca Kritzler                   ,"Sr. Director, Clinical Operations  ",,
555,,138400,,EdThomas                           ,Coordinator                        ,,
556,,138050,,Cassandra Carry                    ,Director                           ,,
557,,139099,,Josh Julius                        ,Director                           ,,
558,,138722,,Lee Grossman                       ,President                          ,,
559,,139830,,Charlotte H. Branch                ,President & CEO                    ,,
560,,138688,,Margaret Coombs                    , Director                          ,,
561,,137592,,Jay B. Smith                       ,Assistant Director                 ,,
562,,138237,,Bishop A. Bryan Claxton            ,Pastor                             ,,
563,,137711,,Charles Beautner                   ,Executive Director                 ,,
564,,138325,,Audrey T. Wesson                   ,Director                           ,,
565,,138775,,Barbara Gradet                     ,Executive Director                 ,,
566,,139534,,Lynn Bryson                        ,President                          ,,
567,,137896,,Mary McClinton                     ,Chief Operating Officer            ,,
568,,139021,,Benjamin Toney                     ,Program Manager                    ,,
569,,138260,,Lois Hess                          ,Contact Person                     ,,
570,,139758,,Michelle Henry                     ,Program Manager                    ,,
571,,138149,,Steve Rohde                        ,Acting Executive Director          ,,
572,,139522,,Gail Hunt                          ,CEO                                ,,
573,,138763,,Patricia Sandusky                  ,President/CEO                      ,,
574,,138276,,Irene Eagan                        ,Director                           ,,
575,,139037,,"E. Albert Reece, MD, PhD, MBA      ",Dean                               ,,
576,,139467,,Katherine Belknap                  ,Project Director                   ,,
577,,137750,,Sharon Diggs                       ,Executive Director                 ,,
578,,137992,,Felicia Wells                      ,Program Manager                    ,,
579,,139719,,Kathy Little                       ,Volunteer Coordinator              ,,
580,,137707,,Linda Stewart                      ,Executive Director                 ,,
581,,137843,,Dan Pontious                       ,Acting Executive Director          ,,
582,,137793,,Harold A. Smith                    ,Executive Director                 ,,
583,,139332,,Matthew Kachura                    ,Program Manager                    ,,
584,,139762,,Karen Hanscom                      ,Executive Director                 ,,
585,,138870,,Richard Brown                      ,Director                           ,,
586,,139298,,Linda Kohler                       ,Executive Director                 ,,
587,,138523,,Iris Rowe                          ,Soup Kitchen Director              ,,
588,,138173,,Debra Zachry                       ,Office Manager                     ,,
589,,137951,,Anne Davis                         ,Chief Executive Officer            ,,
590,,139109,,Deborah Wray                       ,Coordinator                        ,,
591,,139220,,Pastor McCoy                       ,Pastor                             ,,
592,,138431,,John J. Schiavone                  ,Executive Director                 ,,
593,,137681,,Alvin Gillard                      ,Director                           ,,
594,,138574,,Rev. Annie Dyson                   ,Pastor                             ,,
595,,139365,,Rev. Joseph Skillman               ,Pastor                             ,,
596,,137947,,Melvina Wilson                     ,Coordinator                        ,,
597,,138427,,Chip Woods                         ,Director                           ,,
598,,137678,,Katherine Sanzone                  ,Executive Director                 ,,
599,,139236,,"Frederico Tally, PhD               ",President and Dean                 ,,
600,,139373,,Martin Schwartz                    ,Executive Director                 ,,
601,,137697,,"Gregory Wm. Branch, M.D            ",Acting Health Officer              ,,
602,,138132,,Ellie Bockner                      ,Coordinator                        ,,
603,,137910,,Jaqueline Stilling                 ,Director                           ,,
604,,138923,,Bill Atkins                        ,Interim President                  ,,
605,,138889,,Phil Campbell                      ,CEO                                ,,
606,,138470,,"Henry M. Paulson, Jr.              ",Secretary                          ,,
607,,138866,,Dr. Reginald S. Avery              ,President                          ,,
608,,139774,,Mario Berninzoni                   ,Executive Director                 ,,
609,,139353,,Reginald Bellamy                   ,Program Director                   ,,
610,,138407,,Wendy Young-Dyott                  ,Administrator                      ,,
611,,139580,,Nia Longwood                       ,Clinical Service Director          ,,
612,,138145,,Marcy  K. Kolodney                 ,Chief Executive Officer            ,,
613,,138903,,Reverend Eugene Belcher            ,Pastor                             ,,
614,,138000,,Helen Meewes                       ,President                          ,,
615,,138450,,Dennis Cherot                      ,President                          ,,
616,,139168,,Bishop Oscar E. Brown              ,Senior Pastor                      ,,
617,,138796,,Linda Ryan                         ,Executive Director                 ,,
618,,139312,,Betty Jones                        ,Facilitator                        ,,
619,,138153,,Brenda Donald                      ,Secretary                          ,,
620,,137863,,Kristine Dunkerton                 ,Director                           ,,
621,,137926,,Doris Koo                          ,CEO                                ,,
622,,138780,,Bishop Bart Pierce                 ,Pastor                             ,,
623,,139345,,"Pamala Sobol Ryan, R.N.            ",Executive Director                 ,,
624,,138041,,Rev. Nigel Allen                   ,Executive Director                 ,,
625,,139579,,Rev. Dr. Colin Phillips            ,President/Pastor                   ,,
626,,139083,,Sr. Barbara Ann English            ,Director                           ,,
627,,138738,,Thomas Noto                        ,Executive Director                 ,,
628,,138368,,Neil Meltzer                       ,President                          ,,
629,,138387,,Betty Okonski                      ,Director                           ,,
630,,138939,,Amber Coffman                      ,Director                           ,,
631,,138893,,Lois Mulligan                      ,Director of Development            ,,
632,,138190,,Thomas Mullen                      ,CEO & President                    ,,
633,,138743,,Scott Nier                         ,COD                                ,,
634,,138082,,Paul Derstine                      ,President                          ,,
635,,138128,,Gloria Rice                        ,Coordinator                        ,,
636,,139040,,Patty Prasada-Rao                  ,Co-Executive Director              ,,
637,,139806,,Beverley Hurley                    ,President                          ,,
638,,139390,,Scott Alpert                       , Executive Director                ,,
639,,138581,,Karen H.                           ,International Exec. Secretary      ,,
640,,137674,,Marc Terrill                       ,President                          ,,
641,,138094,,Charlotte Hawtin                   ,Acting Executive Director          ,,
642,,139406,,Sharon Schmidt                     ,Food Pantry Coordinator            ,,
643,,139113,,Elizabeth Milburn                  ,Executive Director                 ,,
644,,139810,,Michelle McEachern                 ,Executive Director                 ,,
645,,137623,,Mary Joel Davis                    ,Executive Director                 ,,
646,,139328,,Gayle Blum                         ,President                          ,,
647,,139778,,Kelly Little                       ,Executive Director                 ,,
648,,138169,,Audrey Novak                       ,Executive Director                 ,,
649,,138493,,Edmond F. Notebaert                ,President & CEO                    ,,
650,,137766,,Rev. Steve Wolverton               ,Pastor                             ,,
651,,139451,,Nancy Turner                       ,Director                           ,,
652,,138240,,R. Terence Farrell                 ,Executive Director/CEO             ,,
653,,138610,,Kathleen Garcia                    ,Executive Director                 ,,
654,,139144,,Frank Branchini                    ,Director                           ,,
655,,138611,,"Martin Wasserman, M.D.             ",Executive Director                 ,,
656,,138304,,Nancy Foster                       ,Director                           ,,
657,,137858,,Richard Doran                      ,Executive Director                 ,,
658,,139145,,Cecilia Stephens                   ,Food Pantry Director               ,,
659,,137622,,Beverly Desrosiers                 ,Director                           ,,
660,,139329,,"John Droneburg, III                ",Director                           ,,
661,,139779,,Reverend Robert Beall              ,Director                           ,,
662,,137767,,J.B. Redding/ Lisa Wasmer          ,CEO / Director                     ,,
663,,138492,,Thomas Fretz                       ,Dean/Director                      ,,
664,,138703,,Frances Welbourn                   ,Director                           ,,
665,,138353,,Wanda Hudson                       ,President                          ,,
666,,138979,,Neal Berch                         ,Executive Director                 ,,
667,,137730,,Sharon Neptune                     ,Director                           ,,
668,,138095,,"Charles B. Duff, Jr.               ",President                          ,,
669,,139684,,"Arthur C. Douglas, Jr.             ",Volunteer Director                 ,,
670,,139041,,"Martha N. Hill,  Ph.D, RN, FAAN    ",Dean                               ,,
671,,139807,,Tanita Morris                      ,Director                           ,,
672,,138715,,Michael Franklin                   ,President/CEO                      ,,
673,,139554,,"Cindy Weisbart, Psy.D              ",Director                           ,,
674,,138596,,Mia Rhodes                         ,Director                           ,,
675,,138980,,Kathy Hefner                       ,Administrative Clerk               ,,
676,,137726,,Robin Tomechko                     ,President & CEO                    ,,
677,,138938,,Michael Ross                       ,Managing Director                  ,,
678,,138369,,Jo Anne B. Barnhart                ,Commissioner                       ,,
679,,139597,,"David Wright,                      ",Executive Director                 ,,
680,,139714,,Mary L. Harvey                     ,Director                           ,,
681,,139344,,Joel Prell                         ,Owner/President                    ,,
682,,138040,,Susan H. Glasgow                   ,Executive Director                 ,,
683,,138781,,Karl S. Aro                        ,Executive Director                 ,,
684,,139313,,Rhea McVicker                      ,Executive Director                 ,,
685,,138502,,Steven Johnson                     ,President                          ,,
686,,138152,,John M. Colmers                    ,Secretary                          ,,
687,,138017,,Mark Waldman                       ,President                          ,,
688,,137874,,Roberta Brown                      ,Director                           ,,
689,,139186,,Dr. Dorothy E. Brunson             ,Program Director                   ,,
690,,139305,,Tom Bondenko                       ,Manager                            ,,
691,,138902,,Olivia Myers                       ,Executive Director                 ,,
692,,138810,,Marvelyn Fowler                    ,Regional Director                  ,,
693,,138113,,David Greenberg                    ,CEO & President                    ,,
694,,138056,,Carole Alexander                   ,Executive Director                 ,,
695,,138922,,Milton Williams                    ,Pastor                             ,,
696,,139260,,Dana Stein                         ,Executive Director                 ,,
697,,138471,,Michelle P. Kanner                 ,Director                           ,,
698,,138867,,James Reilly                       ,Clerk                              ,,
699,,137679,,Armstead Jones                     ,Director                           ,,
700,,139237,,Chris Morris                       ,Chief Operating Officer            ,,
701,,139372,,Lida Diller                        ,Outreach Director                  ,,
702,,137696,,Timothy Griffith                   ,Director                           ,,
703,,138099,,Dr. Gary Goldstein                 ,President                          ,,
704,,138133,,Melissa Graves                     ,Executive Director                 ,,
705,,137946,,Ross Pologe                        ,Executive Director                 ,,
706,,138575,,David Wamsley                      ,Executive Director                 ,,
707,,137680,,Dr. Carolane Williams              ,President                          ,,
708,,139364,,Michael Hall                       ,Executive Director                 ,,
709,,137950,,James Perrone                      ,Executive Director                 ,,
710,,139558,,Yevola S. Peters                   ,CEO                                ,,
711,,138719,,Nii Sowah                          ,Director                           ,,
712,,138467,,Donald Llewellyn                   ,Director                           ,,
713,,138934,,Linda Boyer                        ,Executive Director                 ,,
714,,139333,,"Rev. Charles Dunn, Jr.             ",Pastor                             ,,
715,,138871,,Rev. Edward G. Robinson            ,Pastor/CEO                         ,,
716,,138172,,John D. Porcari                    ,Secretary                          ,,
717,,137907,,Santo Grande                       ,CEO                                ,,
718,,139718,,Diane K. Coughlin                  ,Director                           ,,
719,,137706,,Jay Wolvovsky                      ,President/CEO                      ,,
720,,138365,,Bonnie Katz                        ,Vice President                     ,,
721,,137839,,Rev. Alice Jellema                 ,Rector                             ,,
722,,139124,,Ellen Dolvey-Howard                ,Executive Director                 ,,
723,,138220,,Sister Carl Durkin                 ,Director                           ,,
724,,139173,,Vic Basile                         , Executive Director                ,,
725,,138298,,Mary Gatto                         ,Executive Director                 ,,
726,,137747,,Jim McMahan                        ,Pastor                             ,,
727,,137878,,Susan Burger                       ,Director                           ,,
728,,138261,,Allen Bennett                      ,President/CEO                      ,,
729,,137710,,Frank Dyson                        ,Office Manager                     ,,
730,,139132,,Richard Doran                      ,Director                           ,,
731,,137985,,Rodney Glotfelty                   ,Health Officer                     ,,
732,,139562,,John Dumas                         ,Executive Director                 ,,
733,,138723,,Jerri Elder                        ,Church Administrator               ,,
734,,138689,,Terry Portis                       ,Executive Director                 ,,
735,,137593,,Melissa Beaupierre                 ,Director                           ,,
736,,138236,,Mary Ann Wilson                    ,Administrative Director            ,,
737,,139427,,Loilita King                       ,Outreach Director                  ,,
